iter	prior	likelihood	posterior	prior_A	|A|	#indels	|indels|	#substs	P1/likelihood	P1/prior_A	P1/|A|	P1/#indels	P1/|indels|	P1/#substs	Scale[1]*|T|	|T|	rs07:log_rate	rs07:mean_length	Rates.gamma:alpha	hky85:kappa	hky85:pi[A]	hky85:pi[C]	hky85:pi[G]	hky85:pi[T]	scale[1]	scale1
11	-40.798283093084912	-3829.164826298461321	-3869.963109391546368	-2.093755525875533	1140	0	0	577	-3829.164826298461321	-2.093755525875533	1140	0	0	577	0.738893914543234	0.976060859977234	-8.33850481534897	5.419557660407189	0.3123335645616921	14.436185540513888	0.27804179938415874	0.3036021592291852	0.14113408296746516	0.2772219584191908	0.7570162321235464	0.7570162321235464
12	-59.436043651676727	-3811.790543045516642	-3871.226586697193397	-2.108401685854037	1140	0	0	577	-3811.790543045516642	-2.108401685854037	1140	0	0	577	0.788326627046425	1.416534778298093	-8.444545725632755	5.589986374135195	0.2548982498370062	21.726994619277757	0.30110317778413326	0.2939042511355294	0.13662586283828074	0.26836670824205655	0.5565176648847026	0.5565176648847026
13	-46.998244768675207	-3817.259658560864864	-3864.257903329540113	-2.775527980521453	1140	0	0	577	-3817.259658560864864	-2.775527980521453	1140	0	0	577	0.792672426872772	0.922714926335202	-7.706608002259922	7.102795358184153	0.2767079914902047	18.92043702727862	0.28511236849476	0.28767552029442583	0.13970930463031597	0.2875028065804982	0.8590653562103665	0.8590653562103665
14	-45.401207164870762	-3821.839330056192011	-3867.240537221062823	-3.688183793719524	1140	0	0	584	-3821.839330056192011	-3.688183793719524	1140	0	0	584	0.814285583813098	0.739489214771327	-7.156007685703334	9.354717862814221	0.24160655493076363	18.59213839635554	0.2983904617754959	0.30079835898281254	0.14621576799022515	0.25459541125146656	1.101145990431923	1.101145990431923
15	-54.663538891077089	-3811.196458371640347	-3865.859997262717570	-0.458472760713544	1140	0	0	575	-3811.196458371640347	-0.458472760713544	1140	0	0	575	0.875292552923071	1.209435083247831	-8.957884897187888	1.223187624471405	0.2648421655743771	22.100504150203335	0.2939119552502457	0.2874958680615755	0.14402123312760823	0.27457094356057055	0.7237201607981726	0.7237201607981726
16	-54.105867967441448	-3814.426166982640098	-3868.532034950081652	-1.236378103081327	1140	0	0	575	-3814.426166982640098	-1.236378103081327	1140	0	0	575	0.875497023659759	1.067535744678695	-8.50183659582144	2.2946825253765097	0.22878192725937335	21.188613308568275	0.297120349087155	0.28671084309124223	0.14362797438261943	0.2725408334389832	0.8201102661187841	0.8201102661187841
17	-48.537644179738628	-3818.957203426865817	-3867.494847606604253	-6.057069495700841	1140	0	0	575	-3818.957203426865817	-6.057069495700841	1140	0	0	575	0.778527636399123	0.821990309651295	-6.083667861980991	7.4728350418732665	0.22070017873756037	19.430058087042116	0.297120349087155	0.28671084309124223	0.14362797438261943	0.2725408334389832	0.9471250783107048	0.9471250783107048
18	-46.937870280107980	-3811.975031310515078	-3858.912901590623278	-0.725569065838596	1140	0	0	577	-3811.975031310515078	-0.725569065838596	1140	0	0	577	0.802182897307892	0.919197642744809	-8.434935507954899	1.38844334902983	0.22255149299051283	21.01466868287198	0.29234817208497793	0.2981672853072002	0.14132110405777018	0.26816343855005165	0.8726990366429785	0.8726990366429785
19	-58.838750050349098	-3808.272482760252387	-3867.111232810601450	-1.463098454531126	1140	0	0	577	-3808.272482760252387	-1.463098454531126	1140	0	0	577	1.005847888821287	1.355702013902844	-7.478155707559036	1.1807077744592582	0.22305279908567094	23.689539388648917	0.2804028454547782	0.30900614075073685	0.1326794073906357	0.27791160640384915	0.7419387730535381	0.7419387730535381
20	-58.816736876481478	-3808.601364393203767	-3867.418101269685394	-0.518370051420944	1140	0	0	575	-3808.601364393203767	-0.518370051420944	1140	0	0	575	1.064277811199761	1.177878121896281	-8.693221819765718	1.1176199413161425	0.25201119992897375	23.747549268770666	0.2804028454547782	0.30900614075073685	0.1326794073906357	0.27791160640384915	0.9035551229072551	0.9035551229072551
21	-50.449959442154615	-3807.081438971826174	-3857.531398413980696	-1.418359699078545	1140	0	0	577	-3807.081438971826174	-1.418359699078545	1140	0	0	577	0.817895918010622	0.379695823598955	-7.833385937810101	1.9715500378687767	0.22461243100625092	25.99539236853321	0.27983891509925024	0.30838468506425376	0.13442371354899052	0.2773526862875055	2.154081944484347	2.154081944484347
22	-62.876772034799828	-3805.214688526573354	-3868.091460561372969	-2.236278472119514	1140	0	0	577	-3805.214688526573354	-2.236278472119514	1140	0	0	577	0.973076721440724	1.386745586074731	-7.1841964159782075	1.737813773617028	0.20884144804675253	26.299319809604658	0.28071006624334427	0.3080116439810191	0.1342611063569236	0.27701718341871295	0.7016980845023477	0.7016980845023477
23	-61.312932377297706	-3807.694346815447716	-3869.007279192745500	-1.982906699228641	1140	0	0	577	-3807.694346815447716	-1.982906699228641	1140	0	0	577	0.851387522623789	1.045989823837363	-7.320197443126363	2.0075493821674097	0.23170265747377808	26.507656321647225	0.2811253692671015	0.31690239268656173	0.13813654996716937	0.26383568807916735	0.8139539250012519	0.8139539250012519
24	-56.379180429569153	-3808.747563096972954	-3865.126743526542214	-2.497027222908967	1140	0	0	575	-3808.747563096972954	-2.497027222908967	1140	0	0	575	0.835065000343211	1.125835220872758	-6.877033098573726	1.7033946732323022	0.23179551449886845	22.77107513384954	0.2926953288829285	0.28341303662131034	0.1438216800881415	0.2800699544076197	0.7417293266912187	0.7417293266912187
25	-48.185388593896107	-3810.557099174240193	-3858.742487768136471	-2.247335416785065	1140	0	0	575	-3810.557099174240193	-2.247335416785065	1140	0	0	575	0.947038106743801	0.552928299925473	-7.541330297979442	3.005269505691859	0.2100835043775744	22.422543494959353	0.2819324092303319	0.29275974473742866	0.1443021847878363	0.28100566124440324	1.7127683767885429	1.7127683767885429
26	-54.797353965609396	-3814.654146916624541	-3869.451500882234086	-0.948652587755395	1140	0	0	575	-3814.654146916624541	-0.948652587755395	1140	0	0	575	0.807955544107274	1.280541506525965	-8.41299276363044	1.7151051380226956	0.2758080736292191	20.494330196983242	0.2863039950803127	0.29729921702098777	0.13103391076764412	0.28536287713105546	0.6309483448913817	0.6309483448913817
27	-41.485366536223076	-3819.586990004123891	-3861.072356540346846	-3.837897512748312	1140	0	0	577	-3819.586990004123891	-3.837897512748312	1140	0	0	577	0.800051231145408	0.787722368625630	-6.3201083192958265	1.7398804977973423	0.257543137244195	17.05727625526203	0.28356295034298123	0.28754445135664963	0.1528928403312395	0.2759997579691296	1.0156512789414478	1.0156512789414478
28	-42.222314219686893	-3819.559631879373228	-3861.781946099059951	-0.358208088364290	1140	0	0	575	-3819.559631879373228	-0.358208088364290	1140	0	0	575	0.691854498849994	0.699288383852625	-8.88544528638615	1.1500464871907274	0.25524216839322766	17.72469200525141	0.28356295034298123	0.28754445135664963	0.1528928403312395	0.2759997579691296	0.9893693572290229	0.9893693572290229
29	-48.732571491241551	-3825.892836798928329	-3874.625408290170071	-1.325692028850726	1140	0	0	575	-3825.892836798928329	-1.325692028850726	1140	0	0	575	0.619076696829444	1.431997681380851	-8.334361536771539	2.681524483991087	0.28344581353468795	16.756876089410834	0.27728607921487364	0.28117944682208323	0.14950844665777566	0.2920260273052675	0.43231682905553254	0.43231682905553254
30	-45.927291220812009	-3824.088454328614262	-3870.015745549426356	-1.710948053185437	1140	0	0	575	-3824.088454328614262	-1.710948053185437	1140	0	0	575	0.766572967028490	1.263769055488654	-7.063297156670662	1.238935102042476	0.2996670744784243	17.794567437684872	0.27728607921487364	0.28117944682208323	0.14950844665777566	0.2920260273052675	0.6065767821258163	0.6065767821258163
31	-46.390024570326908	-3819.360473449792607	-3865.750498020119721	-0.760526504199591	1140	0	0	575	-3819.360473449792607	-0.760526504199591	1140	0	0	575	0.840413871335802	1.243173377579116	-7.962035333281372	1.096979418841406	0.26649736988044703	18.014763664034614	0.28009718524081784	0.28403002352456785	0.15102415237412195	0.2848486388604922	0.6760230604136451	0.6760230604136451
32	-51.889986444119941	-3816.247552763992644	-3868.137539208112685	-2.423911903122704	1140	0	0	581	-3816.247552763992644	-2.423911903122704	1140	0	0	581	0.817735608735349	1.198451827621815	-6.846710642782255	1.554509363180617	0.2460088467454617	21.390157316857206	0.28380421243312554	0.2877891010023801	0.15090598522301252	0.27750070134148175	0.6823266399935725	0.6823266399935725
33	-49.595798244736898	-3819.749627740145115	-3869.345425984882240	-1.343322887749041	1140	0	0	577	-3819.749627740145115	-1.343322887749041	1140	0	0	577	0.823071335178206	1.482488679349957	-8.47344962763679	2.587802011714307	0.3109525525660689	17.099153475394168	0.2897961527999086	0.2849541967864519	0.14941946605940465	0.2758301843542347	0.5551956966977362	0.5551956966977362
34	-49.987996703811000	-3817.465717718348969	-3867.453714422159919	-2.907533525378199	1140	0	0	577	-3817.465717718348969	-2.907533525378199	1140	0	0	577	0.868271509005688	0.946187958408556	-9.665055261585273	16.135727318818077	0.21237769197375325	18.444814011153596	0.30214352054987015	0.29709526293113103	0.1353439288096318	0.265417287709367	0.9176522500519659	0.9176522500519659
35	-56.950654272946402	-3808.621658086928619	-3865.572312359875013	-4.910974531709158	1140	0	0	577	-3808.621658086928619	-4.910974531709158	1140	0	0	577	0.886188528683237	1.007687842436085	-6.6102437619375625	8.906889788944572	0.24079664574930087	23.157862508267584	0.30214352054987015	0.29709526293113103	0.1353439288096318	0.265417287709367	0.8794276276479398	0.8794276276479398
36	-43.123027132930737	-3821.049449989880941	-3864.172477122811870	-4.971383110361588	1140	0	0	575	-3821.049449989880941	-4.971383110361588	1140	0	0	575	0.828551285432260	0.806385162309085	-6.107597958168613	2.1493926152026632	0.23057104249756985	17.59297836969648	0.3045052634282279	0.2756882900774004	0.1255918251195213	0.29421462137485027	1.0274882576704452	1.0274882576704452
37	-54.129978033959688	-3819.361171322922019	-3873.491149356881579	-1.801999244735686	1140	0	0	577	-3819.361171322922019	-1.801999244735686	1140	0	0	577	0.765321545812185	1.670641322034944	-7.848836408815526	3.0658116713574257	0.220793135569822	17.90927724396176	0.28124901479079834	0.3001813884424757	0.15850277091700252	0.26006682584972346	0.45810045263334964	0.45810045263334964
38	-60.204208392986189	-3809.916751203560125	-3870.120959596546527	-4.832629062100636	1140	0	0	577	-3809.916751203560125	-4.832629062100636	1140	0	0	577	0.872752092504887	1.417658967768648	-6.555688063236805	7.3872623709069085	0.23475639093742953	22.037158938943833	0.2865889286878805	0.2942247235068744	0.15418178214314218	0.2650045656621028	0.61562908453122	0.61562908453122
39	-55.283567313265458	-3814.850706428898320	-3870.134273742163714	-2.236164411068717	1140	0	0	575	-3814.850706428898320	-2.236164411068717	1140	0	0	575	0.823416963594326	1.565814347808812	-7.936209941503317	4.776370459882242	0.2472930474833598	19.07511180462892	0.29566969871106547	0.28825524390838575	0.15303741209159785	0.26303764528895085	0.5258713874646816	0.5258713874646816
40	-50.126453434190459	-3814.100020881698129	-3864.226474315888481	-2.159191015282410	1140	0	0	577	-3814.100020881698129	-2.159191015282410	1140	0	0	577	0.807700788159913	1.253099469338997	-6.885957294054237	1.3181826089009256	0.2469884388367322	20.177945357266548	0.29566969871106547	0.28825524390838575	0.15303741209159785	0.26303764528895085	0.6445623894374253	0.6445623894374253
41	-49.604161167099996	-3812.803710332986157	-3862.407871500086003	-1.762668972889139	1140	0	0	575	-3812.803710332986157	-1.762668972889139	1140	0	0	575	0.872778270682816	0.720980060610041	-7.165159935237722	1.2506380718016687	0.240428794878063	21.9930989900549	0.29566969871106547	0.28825524390838575	0.15303741209159785	0.26303764528895085	1.2105442554740478	1.2105442554740478
42	-47.883598581268124	-3813.662815489655259	-3861.546414070923220	-1.254193562134977	1140	0	0	575	-3813.662815489655259	-1.254193562134977	1140	0	0	575	0.850630899800220	0.782597127649315	-7.455862955039311	1.141825326327227	0.27388703084076316	21.66536133760428	0.2872816603776128	0.2624239596380183	0.15077894209386247	0.29951543789050633	1.0869333271836286	1.0869333271836286
43	-37.249868040234951	-3818.420350094148034	-3855.670218134383049	-0.835664599396157	1140	0	0	575	-3818.420350094148034	-0.835664599396157	1140	0	0	575	0.766254941418907	0.487335814826752	-8.182246143988793	1.4147440637007709	0.28266453806752834	17.157677376991295	0.2807447424215894	0.2792070499885732	0.14734805975815043	0.292700147831687	1.5723345547490932	1.5723345547490932
44	-42.092235609191910	-3820.021883253206397	-3862.114118862398300	-3.190916868526596	1140	0	0	575	-3820.021883253206397	-3.190916868526596	1140	0	0	575	0.831076284621012	0.914647399662501	-6.429241839502197	1.141382369153663	0.24128796794697743	16.92128665208228	0.2807447424215894	0.2792070499885732	0.14734805975815043	0.292700147831687	0.9086302381963517	0.9086302381963517
45	-47.949167516147170	-3824.573166215617675	-3872.522333731764775	-1.461567066859233	1140	0	0	577	-3824.573166215617675	-1.461567066859233	1140	0	0	577	0.798142690566866	1.523281397891373	-8.068290454757811	2.4372586795389584	0.25521512943373137	16.91666697862018	0.2874868119583973	0.2859121919262382	0.14081344264206974	0.2857875534732948	0.5239627370699254	0.5239627370699254
46	-52.136235870559062	-3814.048313776951090	-3866.184549647510266	-1.777885299731240	1140	0	0	577	-3814.048313776951090	-1.777885299731240	1140	0	0	577	0.740654748831185	1.125433290909156	-7.5291627640929315	2.3867763721616244	0.24027202647661255	20.85726973302722	0.29801062622943325	0.2963783652618412	0.14596809480553927	0.25964291370318626	0.6581063087558604	0.6581063087558604
47	-48.284258073881745	-3817.590719506941241	-3865.874977580822815	-2.194702868417533	1140	0	0	575	-3817.590719506941241	-2.194702868417533	1140	0	0	575	0.882722378431424	1.076083284189161	-6.996852237767488	1.423022763526313	0.21213364949981448	19.480978681919524	0.2975288026299983	0.2965817901227875	0.14606828275064174	0.2598211244965723	0.8203104642560856	0.8203104642560856
48	-49.624600657517853	-3812.680101928447584	-3862.304702585965515	-1.590860912462940	1140	0	0	575	-3812.680101928447584	-1.590860912462940	1140	0	0	575	0.839156019263390	1.107555184633280	-7.42419918884571	1.566251317231865	0.28326072025486526	19.663229104804934	0.3003764423109633	0.29942036597406585	0.137895326648984	0.2623078650659869	0.7576651989049561	0.7576651989049561
49	-45.625799020453051	-3820.296409116114773	-3865.922208136567860	-2.164118320989833	1140	0	0	577	-3820.296409116114773	-2.164118320989833	1140	0	0	577	0.940147039675130	1.014049827416812	-6.9601908410124445	1.1379921125305745	0.24122393369239553	18.01204365462948	0.3079956960235117	0.29673261499336934	0.12631020567943546	0.26896148330368363	0.9271211475574704	0.9271211475574704
50	-55.703732013599129	-3817.193073855660714	-3872.896805869259879	-3.549361377587338	1140	0	0	575	-3817.193073855660714	-3.549361377587338	1140	0	0	575	0.832665174530681	1.135142609755317	-6.904224862199895	5.165537087693642	0.22879293870308365	21.907047169756247	0.30815120637925547	0.2963775276897564	0.12637398106744538	0.2690972848635429	0.7335335378787026	0.7335335378787026
51	-53.444549737928710	-3819.110615193811100	-3872.555164931739910	-1.878618527383892	1140	0	0	577	-3819.110615193811100	-1.878618527383892	1140	0	0	577	0.822614737997295	1.208713100208568	-7.820870588364418	3.0806287247299724	0.22075064414732115	20.6853409344154	0.29365619271328913	0.2774942260669098	0.14752860252656036	0.2813209786932406	0.6805707143037906	0.6805707143037906
52	-47.599496723013047	-3817.040194593162141	-3864.639691316175231	-1.923659724436688	1140	0	0	577	-3817.040194593162141	-1.923659724436688	1140	0	0	577	0.950744109568632	0.513822016321914	-7.159669312558057	1.2686189622061104	0.2762050664615287	23.000853493092965	0.2859095542936024	0.2832802316001434	0.1506047072896305	0.2802055068166238	1.8503374307981826	1.8503374307981826
53	-55.882107721120121	-3818.023096583443021	-3873.905204304563085	-3.088278523971258	1140	0	0	577	-3818.023096583443021	-3.088278523971258	1140	0	0	577	0.856733723378478	1.919000742129048	-6.5237457055037495	1.2453255028986367	0.24967930511105493	18.079850987180134	0.30485905154245496	0.2985545200303327	0.1386405916401721	0.25794583678704025	0.44644783327596255	0.44644783327596255
54	-43.814343975283151	-3818.204769548328841	-3862.019113523611850	-5.272838970097581	1140	0	0	577	-3818.204769548328841	-5.272838970097581	1140	0	0	577	0.869998112687612	0.537694146701490	-6.441911931405963	8.237479707942496	0.23647669027857599	18.800440025236966	0.3022627332250913	0.29601189397030736	0.15156099681996352	0.2501643759846379	1.6180167071273832	1.6180167071273832
55	-54.306060882984767	-3813.328255834186621	-3867.634316717171259	-3.264243330955917	1140	0	0	575	-3813.328255834186621	-3.264243330955917	1140	0	0	575	0.790297356496856	1.070853442877381	-6.790038030796733	3.439849851330758	0.25316391409107686	22.110076647095713	0.3197778187352893	0.290866095096644	0.12757977791285458	0.2617763082552121	0.7380070183771631	0.7380070183771631
56	-54.563722633380721	-3823.194962997005860	-3877.758685630386481	-1.946666386387490	1140	0	0	577	-3823.194962997005860	-1.946666386387490	1140	0	0	577	0.781298491084792	1.368752543149181	-7.600871996188148	2.8719950761202595	0.20947045101064604	19.699827002018075	0.2862543628349228	0.30948270250128485	0.13428038542631673	0.2699825492374756	0.570810622413315	0.570810622413315
57	-50.599373632643506	-3814.019629434073067	-3864.619003066716687	-4.787270020260539	1140	0	0	577	-3814.019629434073067	-4.787270020260539	1140	0	0	577	0.863568093698582	0.968085569568537	-6.744175546890523	11.766800631663605	0.23502658394383807	20.763272410484504	0.28598449394156755	0.3091909348803149	0.1362608975826241	0.2685636735954934	0.8920369447129172	0.8920369447129172
58	-42.736378681505528	-3817.952377898073337	-3860.688756579578694	-4.198636262909716	1140	0	0	577	-3817.952377898073337	-4.198636262909716	1140	0	0	577	0.790013379263500	0.627964505958063	-6.901563151775242	10.814628480039168	0.23598088327647668	18.516962894437015	0.28598449394156755	0.3091909348803149	0.1362608975826241	0.2685636735954934	1.2580541921843253	1.2580541921843253
59	-52.251463784463866	-3819.489756747849242	-3871.741220532313037	-3.227244551989195	1140	0	0	575	-3819.489756747849242	-3.227244551989195	1140	0	0	575	0.788821281212589	1.139152382228861	-9.098378059074479	20.5805686582571	0.26010048417434495	17.78816670698082	0.2957020203009994	0.2975150809900194	0.13961335199397673	0.26716954671500437	0.6924633556655382	0.6924633556655382
60	-46.503331656079688	-3812.917054697431922	-3859.420386353511731	-3.307179088855936	1140	0	0	575	-3812.917054697431922	-3.307179088855936	1140	0	0	575	0.842156822463243	0.680791680123958	-7.509173424691054	9.503968601978787	0.23417725818121174	19.348060993354512	0.2957020203009994	0.2975150809900194	0.13961335199397673	0.26716954671500437	1.2370257261515052	1.2370257261515052
61	-45.588833519004439	-3811.560473507197457	-3857.149307026201768	-1.935094386770801	1140	0	0	577	-3811.560473507197457	-1.935094386770801	1140	0	0	577	0.863027051061817	0.615018091849537	-7.376970333069397	2.0207371683356143	0.21388297404894177	20.650829867311007	0.2957020203009994	0.2975150809900194	0.13961335199397673	0.26716954671500437	1.403254737541859	1.403254737541859
62	-48.835119068771320	-3815.769807191847576	-3864.604926260618868	-0.916387818030671	1140	0	0	577	-3815.769807191847576	-0.916387818030671	1140	0	0	577	0.875075757086733	0.845985000709964	-8.774704096362465	1.836225820111033	0.21404256405138905	21.232804082285217	0.2957020203009994	0.2975150809900194	0.13961335199397673	0.26716954671500437	1.0343868465189756	1.0343868465189756
63	-53.507742617097435	-3811.942595396388242	-3865.450338013485634	-4.847090424745135	1140	0	0	577	-3811.942595396388242	-4.847090424745135	1140	0	0	577	0.791763097272235	1.385899949570589	-6.17498271972612	2.97372647280733	0.24343241994109596	19.318071323944825	0.29800392474115944	0.29204655848020183	0.1407001778280831	0.2692493389505556	0.5712988859820343	0.5712988859820343
64	-45.082970431127123	-3818.482606386514362	-3863.565576817641613	-3.157659626329737	1140	0	0	575	-3818.482606386514362	-3.157659626329737	1140	0	0	575	0.836597458122834	1.016401816322554	-6.854894020331219	3.1423524227967303	0.2347701019307774	17.23325285635557	0.2973540912227549	0.29140971571781216	0.14257398478311367	0.2686622082763193	0.8230971695325472	0.8230971695325472
65	-62.270799822183271	-3809.265048307742745	-3871.535848129925853	-1.465378247500320	1140	0	0	577	-3809.265048307742745	-1.465378247500320	1140	0	0	577	0.827484414526982	1.260847991116582	-8.998566119137813	3.4276694744268705	0.2420274806041155	24.56253778879985	0.30347890735328403	0.29766148360363176	0.13282685183029838	0.2660327572127859	0.6562919720355648	0.6562919720355648
66	-65.857815631718253	-3804.711945255121009	-3870.569760886839049	-2.280555049999283	1140	0	0	575	-3804.711945255121009	-2.280555049999283	1140	0	0	575	0.910637380800097	1.164038637998208	-8.690026134281378	6.891200166244638	0.2561446286902249	27.903837844311454	0.3086870037676322	0.30276974539014523	0.13510633496400173	0.2534369158782208	0.7823085515151937	0.7823085515151937
67	-36.969428532633216	-3826.350555200899635	-3863.319983733532808	-2.789420874252656	1140	0	0	577	-3826.350555200899635	-2.789420874252656	1140	0	0	577	0.780956597923596	0.785273527118707	-7.633455847438739	6.858978569386906	0.24669275002873506	16.13006021343645	0.30180326025752674	0.29181748931804097	0.14014193678791315	0.2662373136365191	0.9945026426512155	0.9945026426512155
68	-49.740087476188343	-3812.884255149365345	-3862.624342625553709	-1.627571203992437	1140	0	0	575	-3812.884255149365345	-1.627571203992437	1140	0	0	575	0.812307792251474	1.678651672631239	-7.303713547646059	1.4628896069229909	0.27724283916136916	19.096801675709273	0.30180326025752674	0.29181748931804097	0.14014193678791315	0.2662373136365191	0.4839049133869474	0.4839049133869474
69	-34.387498996452983	-3828.479817008890677	-3862.867316005343582	-1.170203910207889	1140	0	0	575	-3828.479817008890677	-1.170203910207889	1140	0	0	575	0.731981629142503	0.992730070177313	-7.704192938073424	1.5176743337138159	0.2935487989388001	14.684179474656247	0.2947540666991887	0.30835844910809496	0.13686865326799552	0.26001883092472083	0.7373420541313537	0.7373420541313537
70	-56.875526436354143	-3805.922555478719914	-3862.798081915073908	-1.906595962392831	1140	0	0	575	-3805.922555478719914	-1.906595962392831	1140	0	0	575	0.810024390978469	0.820187124629402	-8.077433094183398	3.7899834671066452	0.23235827366657294	25.023853724938697	0.2933212258784723	0.31440548718684297	0.12715537804942412	0.26511790888526066	0.9876092499555812	0.9876092499555812
71	-36.853587270641768	-3827.446167089241499	-3864.299754359883082	-2.997035243610121	1140	0	0	575	-3827.446167089241499	-2.997035243610121	1140	0	0	575	0.727563308560469	0.364766204665780	-7.585518063085145	8.602978583560603	0.31817810127874785	17.345072433165708	0.32478117739152623	0.27539078858896104	0.13651747980394927	0.26331055421556343	1.9946017455951126	1.9946017455951126
72	-59.169214694565255	-3819.759631012199861	-3878.928845706765060	-2.949032669244517	1140	0	0	575	-3819.759631012199861	-2.949032669244517	1140	0	0	575	0.768787271106078	1.292139270137044	-7.950941890604131	10.268820447655802	0.25532681253011097	22.162982336905962	0.3279749786524922	0.2780988994927944	0.1280262501582741	0.2658998716964393	0.594972452949704	0.594972452949704
73	-41.931066199752536	-3822.833055087380671	-3864.764121287133094	-2.052742609207318	1140	0	0	581	-3822.833055087380671	-2.052742609207318	1140	0	0	581	0.842900690284856	0.740358517955283	-8.419972381267726	5.095110595079166	0.23792997139690222	16.771818476140805	0.2974871083889178	0.29536795400467647	0.13232237402092684	0.2748225635854788	1.1385034005048966	1.1385034005048966
74	-41.878956123446798	-3817.172745906558248	-3859.051702030004890	-1.350350541570808	1140	0	0	577	-3817.172745906558248	-1.350350541570808	1140	0	0	577	0.769436149667632	0.630222730531523	-8.407129034073183	2.6071275319582177	0.3316386301876882	18.59527802820971	0.2811421394333082	0.2955477794436204	0.14832020050993816	0.2749898806131333	1.2208955856268426	1.2208955856268426
