iter	prior	likelihood	posterior	prior_A	|A|	#indels	|indels|	#substs	P1/likelihood	P1/prior_A	P1/|A|	P1/#indels	P1/|indels|	P1/#substs	Scale[1]*|T|	|T|	rs07:log_rate	rs07:mean_length	Rates.gamma:alpha	hky85:kappa	hky85:pi[A]	hky85:pi[C]	hky85:pi[G]	hky85:pi[T]	scale[1]	scale1
895	-49.486357676174713	-3815.183227129872648	-3864.669584806047169	-4.034961474341015	1140	0	0	575	-3815.183227129872648	-4.034961474341015	1140	0	0	575	0.811294322302762	0.971528390766323	-6.178635529546185	1.2199747471963405	0.24517368122257632	19.102270790422125	0.286572408263573	0.2915700924659592	0.14488213906541014	0.27697536020505764	0.8350701122206299	0.8350701122206299
896	-56.931101369668077	-3825.349971810941952	-3882.281073180609837	-1.716328346732615	1140	0	0	599	-3825.349971810941952	-1.716328346732615	1140	0	0	599	0.892641950823904	1.942727902382815	-7.207163392083133	1.2300371850597382	0.2442247552370762	19.07791888753925	0.29125191151440827	0.29633120399029655	0.14150231253005585	0.27091457196523944	0.4594786278248494	0.4594786278248494
897	-50.666212866718958	-3816.495449019086664	-3867.161661885805643	-3.072212926011705	1140	0	0	577	-3816.495449019086664	-3.072212926011705	1140	0	0	577	0.840076522697700	1.243233847766910	-6.520766279498641	1.2849239032056388	0.24819415200109665	18.726765463640483	0.3004458369790333	0.2896798312679271	0.14596910455112405	0.2639052272019156	0.6757188313418597	0.6757188313418597
898	-56.611010125402089	-3811.266297966887578	-3867.877308092289695	-2.394472790009104	1140	0	0	575	-3811.266297966887578	-2.394472790009104	1140	0	0	575	0.854621484576459	0.940535401216835	-7.234794431183158	2.6864926082462315	0.2036891155781157	24.405756572405007	0.3015036280831411	0.2906997180855835	0.1438901896808267	0.2639064641504488	0.9086542446682776	0.9086542446682776
899	-46.327210063524603	-3822.394002812047802	-3868.721212875572292	-4.199875820283443	1140	0	0	577	-3822.394002812047802	-4.199875820283443	1140	0	0	577	0.893519233084274	1.156652170665334	-6.450955643761978	2.670859510185921	0.21547498336002963	17.442358281430014	0.2924219810741325	0.2819434976644362	0.13955604644331907	0.2860784748181123	0.7725046956599751	0.7725046956599751
900	-44.771434208418398	-3823.565110064582313	-3868.336544273000527	-2.888866996806765	1140	0	0	575	-3823.565110064582313	-2.888866996806765	1140	0	0	575	0.859555433763916	0.932162525227396	-7.321241533486025	4.9077222612368265	0.2524157202536954	16.89766237519197	0.29250215982739863	0.28367354242714893	0.1404123818766743	0.2834119158687782	0.9221089783181661	0.9221089783181661
901	-51.339548323711774	-3818.744130927400420	-3870.083679251112244	-3.863770983542334	1140	0	0	577	-3818.744130927400420	-3.863770983542334	1140	0	0	577	0.791426510713199	1.017225047764845	-6.661349560922169	4.7233467896368735	0.23612666438145258	19.19651545804486	0.2837431451787224	0.3018699158076624	0.13946182927361517	0.27492510974	0.7780249930457428	0.7780249930457428
902	-53.064034530600743	-3808.141560273974846	-3861.205594804575412	-3.034141487920898	1140	0	0	577	-3808.141560273974846	-3.034141487920898	1140	0	0	577	0.786322102002863	1.008454617203204	-7.268437101054185	5.941840710527978	0.23753507349591318	22.916438846283143	0.29348167833310723	0.2904594209454735	0.1316979073603737	0.2843609933610456	0.7797297851475045	0.7797297851475045
903	-48.404965680337135	-3817.078226257668575	-3865.483191938005803	-3.080060499647573	1140	0	0	577	-3817.078226257668575	-3.080060499647573	1140	0	0	577	0.886530466671322	0.850492283412126	-7.417054424444075	6.442805351420508	0.24598903534866065	19.872233071374907	0.2910154058844124	0.2880185460281351	0.130591184370651	0.29037486371680155	1.0423733218538005	1.0423733218538005
904	-50.712283885623741	-3814.686939577202338	-3865.399223462826285	-3.105263582908492	1140	0	0	575	-3814.686939577202338	-3.105263582908492	1140	0	0	575	0.824417338086488	1.065960867611219	-7.683179447527658	9.363921193941334	0.23188679741974166	20.996421926848942	0.2850400163612324	0.2821046907214451	0.14844266653697782	0.28441262638034465	0.773403004872007	0.773403004872007
905	-57.308789271863830	-3816.852349992435393	-3874.161139264299436	-4.217220746054181	1140	0	0	577	-3816.852349992435393	-4.217220746054181	1140	0	0	577	0.843716582024857	1.237792531148847	-7.031599067517864	12.341190618873265	0.24927425652966045	20.95893290452915	0.2878056714587566	0.28484186526237165	0.14018026917189555	0.28717219410697636	0.6816300476799357	0.6816300476799357
906	-49.367079986605098	-3809.286229846962669	-3858.653309833567619	-3.709016003616348	1140	0	0	577	-3809.286229846962669	-3.709016003616348	1140	0	0	577	0.732569833698353	0.460796060755515	-6.93770527892861	8.039986538830806	0.25718470012278705	22.13476001537483	0.2878056714587566	0.28484186526237165	0.14018026917189555	0.28717219410697636	1.5897918756016305	1.5897918756016305
907	-62.385484590384600	-3807.229236072609183	-3869.614720662993932	-1.957423162143677	1140	0	0	577	-3807.229236072609183	-1.957423162143677	1140	0	0	577	0.855862693483996	0.741119532329776	-9.27753796586315	5.897435218299527	0.18816519680704016	27.688987033363883	0.3017070451373013	0.2872436242078452	0.13918286088577167	0.2718664697690818	1.1548240953703028	1.1548240953703028
908	-59.216762639933606	-3814.415322639014448	-3873.632085278948125	-2.218630765524164	1140	0	0	577	-3814.415322639014448	-2.218630765524164	1140	0	0	577	0.852559834412166	1.399558432674290	-8.423011006311626	5.992127060891923	0.2981974606286899	20.62133365817895	0.2903061310015038	0.29193340358030484	0.14145527654610918	0.2763051888720823	0.6091634436320653	0.6091634436320653
909	-50.665009721254648	-3822.755910600352763	-3873.420920321607355	-0.832789106270168	1140	0	0	577	-3822.755910600352763	-0.832789106270168	1140	0	0	577	0.710606394244891	1.320578097739925	-8.159831342946749	1.446700424163803	0.3062920925109518	18.20441472669135	0.2951327537426639	0.28016110540408257	0.14380710856660137	0.2808990322866522	0.5381025139376782	0.5381025139376782
910	-53.871126165528565	-3810.145730675910272	-3864.016856841438766	-0.411937244210248	1140	0	0	577	-3810.145730675910272	-0.411937244210248	1140	0	0	577	0.928700741401710	0.775995639724809	-8.801903942317292	1.097712724608332	0.23765117633930719	23.538100763924565	0.2979789008980044	0.2828628717213451	0.14519392920163482	0.27396429817901574	1.196786030564624	1.196786030564624
911	-64.283126094146624	-3808.254754832305480	-3872.537880926452090	-5.465820743222146	1140	0	0	577	-3808.254754832305480	-5.465820743222146	1140	0	0	577	0.845153477840178	1.305663982663086	-6.51270179375464	13.472635095400904	0.2211340341110358	23.44721287137986	0.29776590089422056	0.2826606768929013	0.14360945765766092	0.2759639645552172	0.6472978416057461	0.6472978416057461
912	-55.034262644063169	-3815.822278392102362	-3870.856541036165709	-3.149982679180091	1140	0	0	575	-3815.822278392102362	-3.149982679180091	1140	0	0	575	0.902504022090090	1.402939667325993	-8.519991094950896	15.44164225912427	0.27037065710654273	19.08131328906876	0.27268170272755643	0.3133490231545498	0.14482624346015732	0.2691430306577363	0.6432949635035025	0.6432949635035025
913	-56.870586018940315	-3815.160279269914099	-3872.030865288854329	-7.187909232493659	1140	0	0	577	-3815.160279269914099	-7.187909232493659	1140	0	0	577	0.821883227368653	0.935567806474855	-6.28806732109259	40.04133430709084	0.2974793376636219	19.49877205253464	0.27268170272755643	0.3133490231545498	0.14482624346015732	0.2691430306577363	0.8784860078345832	0.8784860078345832
914	-60.850349406931031	-3816.896904276928126	-3877.747253683859071	-4.199866621419574	1140	0	0	577	-3816.896904276928126	-4.199866621419574	1140	0	0	577	0.810505795331885	1.569579809106983	-8.227173306126087	40.37421559849988	0.2587035539845664	19.153936825385614	0.27268170272755643	0.3133490231545498	0.14482624346015732	0.2691430306577363	0.5163839332216087	0.5163839332216087
915	-48.491399741839167	-3813.725027292058712	-3862.216427033898071	-2.267584378557212	1140	0	0	575	-3813.725027292058712	-2.267584378557212	1140	0	0	575	0.790889420299396	0.795524908481842	-7.421935504927012	3.280879862712414	0.2388874313341349	19.767077068236553	0.31158471730750953	0.2965885186242627	0.13707973483797722	0.2547470292302505	0.9941730445734341	0.9941730445734341
916	-67.081960815745418	-3808.314046646048155	-3875.396007461793488	-2.020346507593676	1140	0	0	575	-3808.314046646048155	-2.020346507593676	1140	0	0	575	0.807211032887025	2.019307074011860	-7.642146016863567	3.115250218842766	0.22845079194869705	22.82936795787188	0.2977890572853069	0.29607013979114805	0.14529976909232828	0.26084103383121676	0.3997465483460609	0.3997465483460609
917	-63.451036483569538	-3810.049460107210962	-3873.500496590780585	-4.078988885842339	1140	0	0	577	-3810.049460107210962	-4.078988885842339	1140	0	0	577	0.833858381213116	1.668085547775551	-7.070017583236867	11.67418450274052	0.2115894162655376	21.84164853241497	0.2977890572853069	0.29607013979114805	0.14529976909232828	0.26084103383121676	0.4998894585023496	0.4998894585023496
918	-61.416491131882005	-3807.208964801443926	-3868.625455933326066	-1.635119650563583	1140	0	0	577	-3807.208964801443926	-1.635119650563583	1140	0	0	577	0.895183718186688	1.210185040551257	-8.600960455767936	3.52254132066368	0.25136317987824486	23.924414235674117	0.304398549136101	0.28616640686141037	0.14280458760760675	0.2666304563948819	0.739708134037848	0.739708134037848
919	-51.292958264905877	-3808.877763624442196	-3860.170721889347988	-1.684661342001723	1140	0	0	577	-3808.877763624442196	-1.684661342001723	1140	0	0	577	0.809266709020516	0.698393903886265	-7.380180089177023	1.704956515811266	0.2741063031531229	22.613249744539782	0.304398549136101	0.28616640686141037	0.14280458760760675	0.2666304563948819	1.1587539703844654	1.1587539703844654
920	-50.312762308093440	-3817.607482854778482	-3867.920245162872106	-2.089142682236471	1140	0	0	577	-3817.607482854778482	-2.089142682236471	1140	0	0	577	0.768698008606493	0.963808031886986	-7.693032145933358	3.6286546139691964	0.22352614126031017	19.084216482740278	0.29486182982593584	0.3085306087646379	0.13833056080267375	0.25827700060675235	0.7975633976628119	0.7975633976628119
921	-47.498441759592268	-3814.780874339463935	-3862.279316099056359	-1.925265592164217	1140	0	0	575	-3814.780874339463935	-1.925265592164217	1140	0	0	575	0.809463719178119	0.729843687525028	-6.997129408958861	1.2671147329274177	0.20638928622925237	20.725690063666153	0.2950030419868042	0.3086783670349552	0.13839680863616446	0.2579217823420761	1.1090918959963745	1.1090918959963745
922	-50.321812739250483	-3812.793445249749311	-3863.115257988999929	-0.494207238971035	1140	0	0	575	-3812.793445249749311	-0.494207238971035	1140	0	0	575	0.825702269680792	0.685282624495253	-8.932227682425186	1.278195176689431	0.20488332434784726	21.518443635111023	0.29393799722097763	0.30097519638169046	0.13866799670577334	0.2664188096915585	1.2049076398062255	1.2049076398062255
923	-47.077461131735276	-3820.977301632501621	-3868.054762764236784	-0.456891574372960	1140	0	0	575	-3820.977301632501621	-0.456891574372960	1140	0	0	575	0.892390405433227	0.898161314038341	-8.831696520941167	1.1730690649262554	0.19218747742515507	19.124471522415043	0.29393799722097763	0.30097519638169046	0.13866799670577334	0.2664188096915585	0.9935747526475314	0.9935747526475314
924	-44.799847874555589	-3816.600076054903184	-3861.399923929458964	-1.134653396179525	1140	0	0	575	-3816.600076054903184	-1.134653396179525	1140	0	0	575	0.772039590452620	0.846904251706896	-7.490597040208892	1.1635000275757674	0.2841537748921697	17.893635482055558	0.2927929215921769	0.30369834301165405	0.13812779657845523	0.2653809388177138	0.9116019773151574	0.9116019773151574
925	-49.900503360901027	-3815.209188177015676	-3865.109691537916660	-2.546439994725722	1140	0	0	575	-3815.209188177015676	-2.546439994725722	1140	0	0	575	0.782039790590223	0.890147011633189	-6.605829679371919	1.14341317927744	0.23717965372152577	20.06336153295446	0.2927929215921769	0.30369834301165405	0.13812779657845523	0.2653809388177138	0.8785512734075052	0.8785512734075052
926	-41.885224108024644	-3823.566320299381914	-3865.451544407406345	-0.546500980281508	1140	0	0	575	-3823.566320299381914	-0.546500980281508	1140	0	0	575	0.772808754048140	0.504572115083498	-8.656305030569797	1.2708688086182895	0.3186589870507659	18.319096568150986	0.2898585554409821	0.31329404145931705	0.13352611220026558	0.2633212908994354	1.531612094576914	1.531612094576914
927	-49.224971878811473	-3818.336357717161263	-3867.561329595972893	-2.714921429600253	1140	0	0	577	-3818.336357717161263	-2.714921429600253	1140	0	0	577	0.805312091706526	1.414039024356199	-6.861386237217603	2.204651347882038	0.2215278891278938	18.316776632341558	0.30243473751452493	0.2986952163719267	0.13013577204180052	0.2687342740717478	0.5695119284796103	0.5695119284796103
928	-64.589596360613470	-3805.550045338576638	-3870.139641699190179	-2.784439537535128	1140	0	0	577	-3805.550045338576638	-2.784439537535128	1140	0	0	577	0.807235739535450	1.466142430325262	-7.091387285319295	3.494266723498817	0.2189904602870976	24.380005303216933	0.2995256118982019	0.2999408946649148	0.13067849016210634	0.26985500327477685	0.5505848018847432	0.5505848018847432
929	-55.014005664762543	-3816.825236272783968	-3871.839241937546376	-2.614896859922194	1140	0	0	575	-3816.825236272783968	-2.614896859922194	1140	0	0	575	0.773413278227070	1.383551213934913	-7.392083615882763	4.603451332353152	0.26491985379895805	19.189635383760514	0.2995256118982019	0.2999408946649148	0.13067849016210634	0.26985500327477685	0.5590058903764248	0.5590058903764248
930	-47.043711565991131	-3820.644706009575202	-3867.688417575566291	-3.851921795857759	1140	0	0	577	-3820.644706009575202	-3.851921795857759	1140	0	0	577	0.910538970261414	0.849547996950644	-7.383117542277795	12.891291199065536	0.2042552305897569	18.28143088660604	0.29282438208568423	0.29323037380967365	0.15012765573252332	0.26381758837211877	1.0717922630971881	1.0717922630971881
931	-55.972360297174262	-3806.393427223063554	-3862.365787520237973	-5.979024281988121	1140	0	0	575	-3806.393427223063554	-5.979024281988121	1140	0	0	575	0.823621769868372	0.575009744077118	-6.326923704076795	13.693732045813707	0.252518029503463	24.113104753485388	0.29282438208568423	0.29323037380967365	0.15012765573252332	0.26381758837211877	1.4323614136144303	1.4323614136144303
932	-52.240788336191656	-3813.221394568102369	-3865.462182904293968	-1.675206087874344	1140	0	0	581	-3813.221394568102369	-1.675206087874344	1140	0	0	581	0.874408868631420	0.718475639619867	-9.555336328030574	4.635446171615473	0.2363156909536987	21.874564189763937	0.3074715606377481	0.28782162296085034	0.13332013015091027	0.2713866862504912	1.2170334252307489	1.2170334252307489
933	-43.124544823703339	-3815.383099789265998	-3858.507644612969216	-1.850307408959186	1140	0	0	577	-3815.383099789265998	-1.850307408959186	1140	0	0	577	1.006203974723310	0.449374086905591	-9.184384046867212	5.024730534648138	0.23968706193793932	19.523099546632057	0.3036656555134252	0.2842589461804498	0.142727776293547	0.26934762201257795	2.2391232695504817	2.2391232695504817
934	-60.963685108943970	-3815.079699443183017	-3876.043384552127009	-3.547442404901577	1140	0	0	577	-3815.079699443183017	-3.547442404901577	1140	0	0	577	0.861557397764937	1.636043325799979	-7.319146750814334	9.411144386293879	0.22531139251972387	20.19729193155198	0.2627140149867443	0.3012670018195313	0.14312466404437196	0.29289431914935254	0.5266103801643881	0.5266103801643881
935	-55.791337788534648	-3814.134491323959082	-3869.925829112493830	-6.428439734719149	1140	0	0	577	-3814.134491323959082	-6.428439734719149	1140	0	0	577	0.830602292280187	0.949814797860229	-6.307409013607586	19.4926200247833	0.21093478598292917	20.45593379453066	0.29170121522014075	0.29618624249822434	0.1589166776345154	0.2531958646471195	0.874488683637476	0.874488683637476
936	-49.985559844239155	-3827.608480145182511	-3877.594039989421617	-2.592729060048063	1140	0	0	577	-3827.608480145182511	-2.592729060048063	1140	0	0	577	0.766621388062072	0.992370615687619	-6.622269909591937	1.3051667625701295	0.233010740447299	20.089723188597645	0.28073657651926404	0.3050194314920165	0.15349704425951508	0.26074694772920437	0.7725152034362442	0.7725152034362442
937	-48.113104387831278	-3814.353267683509785	-3862.466372071341084	-1.697421404615669	1140	0	0	577	-3814.353267683509785	-1.697421404615669	1140	0	0	577	0.770479177814277	0.669472653919789	-8.405006840804708	3.683225971267781	0.27104062238486726	20.34590888581891	0.29891384602959464	0.29739333084493497	0.14946507470457054	0.2542277484208998	1.1508747568748197	1.1508747568748197
938	-38.081614769724453	-3829.017281688011735	-3867.098896457736373	-2.030105562676709	1140	0	0	575	-3829.017281688011735	-2.030105562676709	1140	0	0	575	0.773899963856611	0.746511037762072	-7.236746991929423	2.136938698381141	0.25474966225915635	15.546919717851091	0.30893750483172994	0.28294741478978064	0.12495046889673109	0.2831646114817584	1.0366892446448566	1.0366892446448566
939	-40.014364582867437	-3831.415403002402854	-3871.429767585270383	-3.972202993559044	1140	0	0	581	-3831.415403002402854	-3.972202993559044	1140	0	0	581	0.721712401729003	0.550990711919871	-6.363362169215491	3.1098055965603733	0.26425665381880536	17.776671642677393	0.30893750483172994	0.28294741478978064	0.12495046889673109	0.2831646114817584	1.3098449504062788	1.3098449504062788
940	-62.610144228718148	-3812.182655630579575	-3874.792799859297702	-1.669098583014887	1140	0	0	575	-3812.182655630579575	-1.669098583014887	1140	0	0	575	0.778666402364829	1.451200830482529	-7.267092488529077	1.5356621393708862	0.19044243307951025	24.292702519771556	0.3113188450274427	0.2842216097646863	0.1238312727297733	0.2806282724780977	0.5365669492525853	0.5365669492525853
941	-50.187067416260973	-3815.844900303913164	-3866.031967720174180	-3.005075225615935	1140	0	0	575	-3815.844900303913164	-3.005075225615935	1140	0	0	575	0.874598969882825	1.009555215887587	-6.995662613189119	3.2452597831226635	0.2253273011356819	19.040468942180198	0.30670307926685675	0.2800076008933158	0.14290411649320503	0.27038520334662247	0.8663210848887449	0.8663210848887449
942	-57.454685302316804	-3808.810957052937738	-3866.265642355254386	-2.597383885880298	1140	0	0	575	-3808.810957052937738	-2.597383885880298	1140	0	0	575	0.975620723011434	0.746046441274492	-8.173216948009337	7.157695260554413	0.21463017391453354	24.099039466658855	0.3080809194402084	0.2894038295436959	0.125789465333833	0.2767257856822627	1.3077211672570321	1.3077211672570321
943	-45.705823689070520	-3817.365083504595532	-3863.070907193666244	-1.976411771409770	1140	0	0	575	-3817.365083504595532	-1.976411771409770	1140	0	0	575	0.926111570827985	0.680961043002141	-7.730889146660006	2.8531427183594302	0.22203454179279572	19.164167095561492	0.3029144475126294	0.2987456863494602	0.12367999441102064	0.2746598717268897	1.3600066851769574	1.3600066851769574
944	-43.889633718001718	-3827.853003210704628	-3871.742636928706361	-2.265058682135901	1140	0	0	575	-3827.853003210704628	-2.265058682135901	1140	0	0	575	0.819410308049046	1.051091630475894	-7.4074834304314034	3.0969060337545073	0.2690831435443968	15.594993455728252	0.3029144475126294	0.2987456863494602	0.12367999441102064	0.2746598717268897	0.7795802804347787	0.7795802804347787
945	-43.584397397525890	-3824.845162474312019	-3868.429559871838137	-4.247256790380277	1140	0	0	575	-3824.845162474312019	-4.247256790380277	1140	0	0	575	0.826687822417060	0.800003204100466	-7.189477477580786	16.74423169502264	0.2306718869375677	15.581346058130826	0.29835376988263135	0.3109269743361603	0.1320685498289175	0.25865070595229084	1.0333556393022187	1.0333556393022187
946	-59.391430576360122	-3816.247822092740535	-3875.639252669100642	-4.881142656879639	1140	0	0	577	-3816.247822092740535	-4.881142656879639	1140	0	0	577	0.763680856338000	1.837471400801560	-6.72037462680991	16.010719663268546	0.2657186138975415	19.281360298746122	0.316193223472086	0.26972526179902373	0.13996531870911763	0.2741161960197726	0.4156150980117893	0.4156150980117893
947	-50.951135940154572	-3822.492174455015174	-3873.443310395169647	-5.389690724382390	1140	0	0	577	-3822.492174455015174	-5.389690724382390	1140	0	0	577	0.899124109006752	0.990324339859453	-6.997399512138279	33.122651562380526	0.25475767453304016	18.58656187248509	0.2966850644361164	0.27951272060194843	0.1397392273147732	0.28406298764716204	0.9079087252711129	0.9079087252711129
948	-58.620132185961332	-3810.755505136740794	-3869.375637322702005	-4.184424532243554	1140	0	0	581	-3810.755505136740794	-4.184424532243554	1140	0	0	581	0.870432439724567	1.154230401142212	-7.191883360208142	14.655467239068603	0.2505751672548871	22.956289830084984	0.3019295482355336	0.27742844816466156	0.13869721885350278	0.28194478474630197	0.7541236471186321	0.7541236471186321
949	-47.810744188996054	-3810.695713695622999	-3858.506457884619067	-2.990718247816297	1140	0	0	575	-3810.695713695622999	-2.990718247816297	1140	0	0	575	0.825541574952735	0.350518139396386	-8.786119382687268	14.89876440565021	0.2961766347271047	23.170476342656812	0.3001223545506662	0.27576790535771967	0.14385253060070696	0.2802572094909072	2.3552035748402855	2.3552035748402855
950	-65.850003698942785	-3809.272978098663771	-3875.122981797606371	-5.846726049320438	1140	0	0	575	-3809.272978098663771	-5.846726049320438	1140	0	0	575	0.864446354082885	1.410181826886594	-6.537637987388951	19.82482227661019	0.22563809152641592	23.62711013298595	0.2900475484396021	0.3000796496256696	0.13902354558038796	0.2708492563543404	0.6130034706172707	0.6130034706172707
951	-65.301483356896370	-3806.560328295515774	-3871.861811652412143	-5.045312802476118	1140	0	0	575	-3806.560328295515774	-5.045312802476118	1140	0	0	575	0.842199939144270	0.914641887553439	-7.0458124993889015	28.801975780407886	0.22241496952700437	25.923067944877957	0.30403801728558855	0.2905084587678431	0.14259834240065883	0.26285518154590953	0.9207974734210536	0.9207974734210536
952	-54.641851568268876	-3813.726593105196571	-3868.368444673465547	-4.244878193386945	1140	0	0	575	-3813.726593105196571	-4.244878193386945	1140	0	0	575	0.821900243806780	0.975569783675590	-7.290072216112421	19.27524933798071	0.23610375817560242	20.389605067349326	0.309976468857714	0.29618265184766823	0.12585162675315115	0.26798925254146666	0.842482267860082	0.842482267860082
953	-49.860076110708036	-3822.790530396911436	-3872.650606507619614	-2.336625582198501	1140	0	0	577	-3822.790530396911436	-2.336625582198501	1140	0	0	577	0.803433934254267	1.229193474720697	-7.633102302422125	4.256109958059455	0.21460993336419418	18.033791617648845	0.30765561005854986	0.2892153080197939	0.12305849552242853	0.28007058639922777	0.6536269112857329	0.6536269112857329
954	-55.673263885182280	-3814.597391228222023	-3870.270655113404246	-3.681008297200645	1140	0	0	575	-3814.597391228222023	-3.681008297200645	1140	0	0	575	1.002474784440816	0.963144935484955	-7.0686556489941905	5.655831969490404	0.20535681274177656	22.1772628282833	0.30765561005854986	0.2892153080197939	0.12305849552242853	0.28007058639922777	1.0408348188386183	1.0408348188386183
955	-49.522890331623437	-3813.542909861906537	-3863.065800193529867	-2.762287711960287	1140	0	0	577	-3813.542909861906537	-2.762287711960287	1140	0	0	577	0.852056317776279	0.491876667643648	-9.51453616767235	13.710179794559492	0.21978763863048242	20.495997996208626	0.3065647056639603	0.2881897903949363	0.1364002698334279	0.26884523410767563	1.7322560182780844	1.7322560182780844
956	-53.664556434867464	-3812.481252583235801	-3866.145809018103137	-2.638694042727533	1140	0	0	575	-3812.481252583235801	-2.638694042727533	1140	0	0	575	0.795716191463351	1.073259433106472	-7.842099182141691	6.849665255601992	0.24040791194580086	21.127912135448494	0.3065647056639603	0.2881897903949363	0.1364002698334279	0.26884523410767563	0.7414015352841653	0.7414015352841653
957	-47.884002173284749	-3820.801300243128026	-3868.685302416412924	-3.568793631350964	1140	0	0	577	-3820.801300243128026	-3.568793631350964	1140	0	0	577	0.735108150020309	0.861405636246170	-8.58015065961039	25.81022266115811	0.26824420851097946	17.002136106605242	0.3027693095473325	0.284621883225232	0.14709198679117788	0.26551682043625763	0.8533820990814042	0.8533820990814042
958	-54.631427324376062	-3817.407765545388429	-3872.039192869764520	-4.272494509226917	1140	0	0	577	-3817.407765545388429	-4.272494509226917	1140	0	0	577	0.689871009838645	0.867169058952798	-7.4272926375502974	27.883043652230484	0.2278012344505348	20.547902969223145	0.3126162419352033	0.29387860889672607	0.11935295488039048	0.27415219428768006	0.7955438477841213	0.7955438477841213
959	-48.407809257989641	-3816.217595161440386	-3864.625404419430197	-2.157447907452382	1140	0	0	575	-3816.217595161440386	-2.157447907452382	1140	0	0	575	0.849672319652549	0.834332342140182	-6.833536560787461	1.0727087895156167	0.26402787704123903	20.435643505930138	0.3190678956038955	0.27319654400721216	0.1279255186422734	0.27981004174661894	1.0183859317655333	1.0183859317655333
960	-45.858258439276597	-3815.907328801379663	-3861.765587240656259	-2.172851892179958	1140	0	0	577	-3815.907328801379663	-2.172851892179958	1140	0	0	577	0.753046121247992	0.871681595322987	-6.750798416011919	1.177399603088978	0.2402716206661474	19.098963790609112	0.2888179777373583	0.2783753263143611	0.1303505069047895	0.30245618904349114	0.8639004486138813	0.8639004486138813
961	-54.460219112358331	-3814.792199290590361	-3869.252418402948479	-2.159429048179726	1140	0	0	577	-3814.792199290590361	-2.159429048179726	1140	0	0	577	0.904629392340858	1.271731992269189	-7.548247233548775	2.9192475734114467	0.21243604619795964	20.3828135941279	0.2852122205431678	0.2873844724174944	0.12872314187121206	0.2986801651681258	0.711336506307985	0.711336506307985
962	-56.641150149525053	-3818.403808361237679	-3875.044958510762626	-3.026401345331902	1140	0	0	575	-3818.403808361237679	-3.026401345331902	1140	0	0	575	0.743434556427058	1.366214322663644	-7.567572064433589	8.56313990340646	0.2695104373614236	20.244738479365875	0.31246360922330085	0.27954410986018946	0.13917335429598304	0.2688189266205267	0.5441566115173048	0.5441566115173048
963	-44.769427205820364	-3824.397329287655339	-3869.166756493475532	-6.543636729835544	1140	0	0	577	-3824.397329287655339	-6.543636729835544	1140	0	0	577	0.772712393535015	0.788968152019151	-5.89195334956539	5.3544253695601425	0.28152006078207265	16.890864639079748	0.31246360922330085	0.27954410986018946	0.13917335429598304	0.2688189266205267	0.9793961791201161	0.9793961791201161
964	-55.025780267119977	-3820.386912467164620	-3875.412692734284519	-7.838596079393945	1140	0	0	577	-3820.386912467164620	-7.838596079393945	1140	0	0	577	0.817521761960070	1.085582481239194	-5.872616033223811	13.444808734163633	0.2606852925371256	19.031949610199874	0.31246360922330085	0.27954410986018946	0.13917335429598304	0.2688189266205267	0.7530719923067177	0.7530719923067177
965	-54.063016099410788	-3813.454851845468511	-3867.517867944879072	-1.689322808516971	1140	0	0	575	-3813.454851845468511	-1.689322808516971	1140	0	0	575	0.788423612302597	1.282248132263521	-8.094389585806859	3.1265585077558833	0.2307955940320865	19.804408040759544	0.2702496049794887	0.29259009728715873	0.1491230786619506	0.28803721907140206	0.6148760075874022	0.6148760075874022
966	-50.963972981360001	-3820.118215307697483	-3871.082188289057285	-2.068592923904315	1140	0	0	575	-3820.118215307697483	-2.068592923904315	1140	0	0	575	0.951125747072122	1.454670143882302	-7.771689317006914	3.1693870467215	0.24555851983718466	17.266360580554213	0.2745929730806316	0.29729251487390707	0.1354480478384316	0.29266646420702985	0.6538429011361342	0.6538429011361342
967	-45.801271891489172	-3817.442646404040715	-3863.243918295529966	-3.646930893181302	1140	0	0	575	-3817.442646404040715	-3.646930893181302	1140	0	0	575	0.755292183505671	1.039446724290364	-6.558373593074119	3.3292923953124594	0.25501380426492565	17.10554763024798	0.28138564807182903	0.29442880716649505	0.13879866004396849	0.28538688471770746	0.7266290477958961	0.7266290477958961
968	-46.939446864258919	-3815.230100612984643	-3862.169547477243668	-2.220850336714100	1140	0	0	577	-3815.230100612984643	-2.220850336714100	1140	0	0	577	0.791118392754131	1.147556499605048	-6.7411000406451995	1.0932945893785677	0.30497643454744416	18.26937379139967	0.2838347245553497	0.29699140647688504	0.14284771245400021	0.276326156513765	0.6893938494761772	0.6893938494761772
969	-55.631120741809731	-3816.977059071763506	-3872.608179813573315	-2.271838422506462	1140	0	0	575	-3816.977059071763506	-2.271838422506462	1140	0	0	575	0.848740456709202	1.152844956521437	-6.864324540517298	1.2839231640523745	0.3032407916721879	21.785421159967925	0.3183004310922135	0.2755269823316199	0.12969524363617901	0.27647734293998766	0.7362138784647755	0.7362138784647755
970	-50.999423379054342	-3814.512384364889385	-3865.511807743943791	-2.841069575826625	1140	0	0	575	-3814.512384364889385	-2.841069575826625	1140	0	0	575	0.762580176697138	0.841210271418329	-6.975661585055271	3.370218888690277	0.3051352483138527	21.78378734987076	0.3183004310922135	0.2755269823316199	0.12969524363617901	0.27647734293998766	0.9065274196086361	0.9065274196086361
